id,label,gene_type,accession,title,file
PpMYB1,Gene,RegulationGene,PV451623,,
Phalaenopsis pulcherrima; Nicotiana tabacum,Species,,,,
10.1016/j.plantsci.2022.111344,Paper,,,The E3 ubiquitin ligase RING1 interacts with COP9 Signalosome Subunit 4 to positively regulate resistance to root-knot nematodes in Solanum lycopersicum L.,10.1016@j.plantsci.2022.111344_nutri_plant_verified.json
10.1007/s00122-020-03609-0,Paper,,,Transcriptomic and biochemical analyses of the accumulation of sucrose in mungbean (Vigna radiata (L.) Wilczek) leaves after pod removal,10.1007@s00122-020-03603-2_nutri_plant_verified.json
Vradi01g05010.1,Gene,PathwayGene,Vradi01g05010.1,,
Vradi10g08240.1,Gene,PathwayGene,Vradi10g08240.1,,
Vradi08g02630.1,Gene,PathwayGene,Vradi08g02630.1,,
Vradi08g04870.1,Gene,PathwayGene,Vradi08g04870.1,,
10.1104/pp.16.00965,Paper,,,Different Alleles of a Gene Encoding Leucoanthocyanidin Reductase (PaLAR3) Influence Resistance against the Fungus Heterobasidion parviporum in Picea abies,PMC4972290_nutri_plant_verified.json
PaLAR3,Gene,PathwayGene,KC589003,,
(+)-catechin,Metabolite,,,,
10.1186/s12870-024-04776-4,Paper,,,Genomic and transcriptomic studies on flavonoid biosynthesis in Lagerstroemia indica,PMC10913235_nutri_plant_verified.json
LiDFR,Gene,PathwayGene,NA,,
Delphinidin-based anthocyanins; total anthocyanin,Metabolite,,,,
LiOMT-9,Gene,PathwayGene,NA,,
Malvidin/petunidin-related anthocyanin derivatives,Metabolite,,,,
LiOMT-12,Gene,PathwayGene,NA,,
LiF3'5'H,Gene,PathwayGene,NA,,
LiANS,Gene,PathwayGene,NA,,
LiMYB72,Gene,RegulationGene,NA,,
R2R3 LiMYBs in clusters 6 and 9,Gene,RegulationGene,NA,,
Flavonoid/anthocyanin biosynthesis and phenylpropanoid gene coordination,Process,,,,
jasmonic acid biosynthesis autoregulation,Process,,,,
STZ/ZAT10,Gene,RegulationGene,AT1G27730,,
negative control within jasmonic acid biosynthesis autoregulation,Process,,,,
AZF2,Gene,RegulationGene,NA,,
CYP73A9v1,Gene,PathwayGene,AF175275,,
Phenylpropanoid-derived defense compounds; lignin; flavonoids; coumarins; isoflavonoids,Metabolite,,,,
CYP82A1v2,Gene,PathwayGene,AF175278,,
10.1111/j.1365-313X.2004.02277.x,Paper,,,"Poly(ADP-ribose) polymerase in plants affects energy homeostasis, cell death and stress tolerance",10.1111@j.1365-313X.2004.02277.x_nutri_plant_verified.json
OsPSY2,Gene,PathwayGene,LOC_Os12g43130,,
Strigolactones; abscisic acid,Metabolite,,,,
Apocarotenoid hormones,MetaboliteClass,,,,
10.1196/annals.1386.022,Paper,,,Aromatase Inhibitors: Structural Features and Biochemical Characterization,10.1196@annals.1386.022_nutri_plant_verified.json
CYP19A1 (aromatase),Gene,PathwayGene,NA,,
Estrogens (estrone; estradiol),Metabolite,,,,
Estrogens,Metabolite,,,,
Estrogen biosynthesis via control of aromatase expression,Process,,,,
Estrogen biosynthesis via regulation of aromatase expression,Process,,,,
10.1093/pcp/pcu069,Paper,,,The Rice Endosperm ADP-Glucose Pyrophosphorylase Large Subunit is Essential for Optimal Catalysis and Allosteric Regulation of the Heterotetrameric Enzyme,10.1093@pcp@pcu057_nutri_plant_verified.json
10.1021/acs.jafc.8b02287,Paper,,,Design of a New Glutamine-Fipronil Conjugate with α-Amino Acid Function and its Uptake by A. thaliana Lysine Histidine Transporter 1 (AtLHT1),10.1021@acs.jafc.8b02287_nutri_plant_verified.json
AtLHT1,Gene,RegulationGene,NA,,
L-GlnF; D-GlnF,Metabolite,,,,
amino acid–pesticide conjugate,MetaboliteClass,,,,
uptake and phloem loading/transport of neutral amino acid-like xenobiotic conjugates,Process,,,,
10.1101/gr.256305.119,Paper,,,Xylem systems genetics analysis reveals a key regulator of lignin biosynthesis in Populus deltoides,MinerU_markdown_PMC7462072_2038794802023141382_nutri_plant_verified.json
MYB125,Gene,RegulationGene,Potri.003G114100,,
lignin biosynthesis pathway transcriptional control during secondary cell wall formation,Process,,,,
10.1111/pbi.70162,Paper,,,Localising enzymes to biomolecular condensates increases their accumulation and benefits engineered metabolic pathway performance in Nicotiana benthamiana,MinerU_markdown_PMC12854901_2038799528219418628_nutri_plant_verified.json
Citramalate,Metabolite,,,,
PhbA,Gene,PathwayGene,NA,,
Poly-3-hydroxybutyrate (PHB),Metabolite,,,,
PhbB,Gene,PathwayGene,NA,,
PhbC,Gene,PathwayGene,NA,,
10.1128/AEM.00630-10,Paper,,,Regulation of the Marinomonas mediterranea Antimicrobial Protein Lysine Oxidase by L-Lysine and the Sensor Histidine Kinase PpoS,PMC2937512_nutri_plant_verified.json
lodA,Gene,PathwayGene,AY968053,,
Marinomonas mediterranea,Species,,,,
ppoS,Gene,RegulationGene,NA,,
Antimicrobial hydrogen peroxide production through lysine-ε-oxidase expression; also controls polyphenol oxidase-related processes,Process,,,,
10.1016/j.plaphy.2020.11.023,Paper,,,Molecular cloning and functional identification of a high-efficiency (+)-borneol dehydrogenase from Cinnamomum camphora (L.) Presl,10.1016@j.plaphy.2020.11.023_nutri_plant_verified.json
CcBDH1,Gene,PathwayGene,MW012431,,
(+)-camphor,Metabolite,,,,
CcBDH2,Gene,PathwayGene,MW012432,,
CcBDH3,Gene,PathwayGene,MN551096,,
(+)-camphor; (-)-camphor,Metabolite,,,,
OASTLa,Gene,PathwayGene,At4g14880,,
SAT5,Gene,PathwayGene,AT5G56760.1,,
10.1111/j.1365-313X.2006.03112.x,Paper,,,Limitation of nocturnal import of ATP into Arabidopsis chloroplasts leads to photooxidative damage,10.1111@j.1365-313X.2007.03049.x_nutri_plant_verified.json
pk1,Gene,PathwayGene,At1g32440,,
ATP-supported chlorophyll biosynthesis,Metabolite,,,,
Energy metabolism linked to tetrapyrrole metabolism,MetaboliteClass,,,,
pk2,Gene,PathwayGene,At3g22960,,
pk3,Gene,PathwayGene,At5g52920,,
10.1111/nph.17213,Paper,,,In vivo assembly of the sorgoleone biosynthetic pathway and its impact on agroinfiltrated leaves of Nicotiana benthamiana,MinerU_markdown_PMC8048663_2038794573777510406_nutri_plant_verified.json
alkylresorcinol-type benzoquinone allelochemical,MetaboliteClass,,,,
PtCOMT5,Gene,PathwayGene,Pt3g017050,,
Poncirus trifoliata; Citrus limon,Species,,,,
PtbHLH28,Gene,RegulationGene,Pt3g003860,,
Melatonin biosynthesis and associated root development,Process,,,,
PtABF4,Gene,RegulationGene,Pt5g020530,,
ABA-mediated transcriptional control of melatonin biosynthesis and root development,Process,,,,
10.1371/journal.pgen.1006298,Paper,,,Nuclear Localised MORE SULPHUR ACCUMULATION1 Epigenetically Regulates Sulphur Homeostasis in Arabidopsis thaliana,PMC5021336_nutri_plant_verified.json
Sulphate,Metabolite,,,,
Sulphate uptake,Process,,,,
10.1016/j.phytochem.2009.11.002,Paper,,,Choline metabolism in glycinebetaine accumulating and non-accumulating near-isogenic lines of Zea mays and Sorghum bicolor,10.1016@j.phytochem.2009.11.002_nutri_plant_verified.json
ZmCMO,Gene,PathwayGene,gi|24961513; clone ZmCMO-3B,,
ZmPEAMT,Gene,PathwayGene,NA,,
GmFATA1,Gene,PathwayGene,Glyma.18G167300,,
Seed oil; total fatty acids; oleic acid; linoleic acid; linolenic acid,Metabolite,,,,
ethylamine,Metabolite,,,,
CsCBF4,Gene,RegulationGene,TEA010806.1,,
ethylamine biosynthesis and ROS homeostasis under osmotic stress,Process,,,,
10.1111/j.1438-8677.2008.00110.x,Paper,,,Methyl jasmonate differentially affects tocopherol content and tyrosine amino transferase activity in cultured cells of Amaranthus caudatus and Chenopodium quinoa,10.1111@j.1438-8677.2008.00110.x_nutri_plant_verified.json
Amaranthus caudatus; Chenopodium quinoa,Species,,,,
10.1186/s12870-025-07298-9,Paper,,,Transcriptomic and metabolomic analyses reveal novel R2R3-MYB transcription factors control anthocyanin biosynthesis in broccoli,PMC12512743_nutri_plant_verified.json
BoF3H1,Gene,PathwayGene,NA,,
"Delphinidin-dominant anthocyanins, especially delphinidin-3-O-glucoside-5-O-galactoside",Metabolite,,,,
BoF3'H,Gene,PathwayGene,NA,,
Anthocyanins including delphinidin-related accumulation pattern,Metabolite,,,,
BoDFR,Gene,PathwayGene,NA,,
Delphinidin-dominant anthocyanins,Metabolite,,,,
Anthocyanins including delphinidin derivatives,Metabolite,,,,
BoUFGT75C1,Gene,PathwayGene,NA,,
Stable anthocyanins including delphinidin glycosides,Metabolite,,,,
BoUFGT79B1.1,Gene,PathwayGene,NA,,
"Anthocyanins, potentially including delphinidin glycosides",Metabolite,,,,
BoMYB147,Gene,RegulationGene,NA,,
Brassica oleracea var. italica; Nicotiana benthamiana,Species,,,,
"Anthocyanin, especially delphinidin-dominant anthocyanins",Metabolite,,,,
BoMYB148,Gene,RegulationGene,NA,,
BoMYB60,Gene,RegulationGene,NA,,
BoMYB234,Gene,RegulationGene,NA,,
10.1093/jxb/eru204,Paper,,,Molecular interaction of jasmonate and phytochrome A signalling,10.1093@jxb@eru230_nutri_plant_verified.json
JAR1/FIN219,Gene,PathwayGene,At2G46370,,
MYC2/JIN1/ZBF1,Gene,RegulationGene,At1G32640,,
JA-Ile; anthocyanin,Metabolite,,,,
JA signalling output and induction of JA/anthocyanin biosynthesis genes linked to photomorphogenesis,Process,,,,
JAZ1/TIFY10A,Gene,RegulationGene,At1g19180,,
JA signalling repression affecting downstream JA and anthocyanin biosynthesis and hypocotyl growth,Process,,,,
JA-responsive transcriptional regulation,Process,,,,
10.1186/s12870-021-03058-7,Paper,,,Reduced free asparagine in wheat grain resulting from a natural deletion of TaASN-B2: investigating and exploiting diversity in the asparagine synthetase gene family to improve wheat quality,PMC8240372_nutri_plant_verified.json
TaASN-B2,Gene,PathwayGene,Not present in Chinese Spring RefSeq v1.1,,
Free asparagine,Metabolite,,,,
TaASN-A2,Gene,PathwayGene,TraesCS3A02G077100,,
TaASN-D2,Gene,PathwayGene,TraesCS3D02G077300,,
TaASN3.1,Gene,PathwayGene,TraesCS1A02G382800; TraesCS1B02G408200; TraesCS1D02G390500,,
10.1111/mpp.13372,Paper,,,Beet mosaic virus expression of a betalain transcription factor allows visual virus tracking in Beta vulgaris,MinerU_markdown_PMC10502864_2038801627166576659_nutri_plant_verified.json
BvDODA,Gene,PathwayGene,NA,,
AtAMT1;2,Gene,PathwayGene,AF083036,,
10.1104/pp.112.198200,Paper,,,Allelic Variation in Paralogs of GDP-L-Galactose Phosphorylase Is a Major Determinant of Vitamin C Concentrations in Apple Fruit,PMC3490610_nutri_plant_verified.json
L-ascorbic acid (vitamin C; AsA/totAsA),Metabolite,,,,
MdGGP2,Gene,PathwayGene,MDP0000288088,,
L-ascorbic acid (vitamin C; totAsA),Metabolite,,,,
MdDHAR3-3,Gene,PathwayGene,MDP0000156763,,
L-ascorbic acid redox state / DHA pool,Metabolite,,,,
CsBADH,Gene,PathwayGene,Cucsa.197230; Csa005363; KJ577629; KJ577628,,
pnmR,Gene,PathwayGene,gene 02634,,
nitropropionic acid,Metabolite,,,,
nitroaliphatic plant/fungal toxin,MetaboliteClass,,,,
10.1007/s00299-022-02936-0,Paper,,,Genome‑wide analysis of CtNF‑YB and lipid synthesis regulation of CtNF‑YB12 in Carthamus tinctorius L.,10.1007@s00299-022-02936-0_nutri_plant_verified.json
linoleic acid (C18:2); linolenic acid (C18:3); seed oil; triacylglycerol,Metabolite,,,,
linolenic acid (C18:3); seed oil; triacylglycerol,Metabolite,,,,
CtNF-YB12,Gene,RegulationGene,CCG027521.1,,
"seed oil; triacylglycerol; unsaturated fatty acids including oleic acid (C18:1), linoleic acid (C18:2), and linolenic acid (C18:3)",Metabolite,,,,
fatty acid biosynthesis; glycolysis; triacylglycerol assembly; oil body formation; carbon allocation,Process,,,,
10.1016/j.plaphy.2020.08.004,Paper,,,Identification and characterization of two sesquiterpene synthase genes involved in volatile-mediated defense in tea plant (Camellia sinensis),10.1016@j.plaphy.2020.08.004_nutri_plant_verified.json
CsAFR,Gene,PathwayGene,ANB66345.1,,
Terpenoid; sesquiterpene volatile,MetaboliteClass,,,,
CsNES2,Gene,PathwayGene,MN527331,,
Uricase II,Gene,PathwayGene,NA,,
10.1016/j.plaphy.2025.109610,Paper,,,CsERF21-l-CsASA2 module positively regulates cold tolerance by promoting tryptophan biosynthesis in tea plants,10.1016@j.plaphy.2025.109610_nutri_plant_verified.json
CsASA2,Gene,PathwayGene,NA,,
Tryptophan; melatonin,Metabolite,,,,
CsERF21-l,Gene,RegulationGene,NA,,
Tryptophan; melatonin; IAA,Metabolite,,,,
Amino acid; indoleamine; auxin,MetaboliteClass,,,,
Tryptophan biosynthesis and downstream indole allocation during cold response,Process,,,,
Brassinosteroid biosynthesis feedback homeostasis,Process,,,,
10.1073/pnas.1703345114,Paper,,,Flower-specific jasmonate signaling regulates constitutive floral defenses in wild tobacco,PMC5576791_nutri_plant_verified.json
"Jasmonoyl-isoleucine (JA-Ile); floral defensive metabolites including (E)-α-bergamotene, trypsin proteinase inhibitors, defensin",Metabolite,,,,
Phytohormone; terpenoid volatile; defensive protein,MetaboliteClass,,,,
NaJAZi,Gene,RegulationGene,NA,,
Jasmonates; (E)-α-bergamotene; trypsin proteinase inhibitors; defensin; caffeoylputrescine,Metabolite,,,,
Phytohormone; terpenoid; defensive protein; phenolamide,MetaboliteClass,,,,
"Floral jasmonate signaling controlling biosynthesis of defensive volatiles, proteinase inhibitors, defensins, and part of phenolamide pathway",Process,,,,
NaMYC2a/NaMYC2b,Gene,RegulationGene,NA,,
(E)-α-bergamotene; trypsin proteinase inhibitors; defensin; jasmonate,Metabolite,,,,
Terpenoid; defensive protein; phytohormone,MetaboliteClass,,,,
Biosynthesis/accumulation of floral defensive volatiles and proteins,Process,,,,
NaNINJA-like,Gene,RegulationGene,NA,,
(E)-α-bergamotene; trypsin proteinase inhibitors; defensin; caffeoylputrescine-related defense network,Metabolite,,,,
Terpenoid; defensive protein; phenolamide,MetaboliteClass,,,,
Suppression of JA-responsive floral defense biosynthesis,Process,,,,
PiGSTT1,Gene,PathwayGene,EMBL: AM261440; EST: piMY025aC05r,,
9(S)-HPOT-derived monohydroxy alcohol; 9(S)-HPOT detoxification product,Metabolite,,,,
10.1186/s12870-018-1536-0,Paper,,,"Overexpression of a cell wall damage induced transcription factor, OsWRKY42, leads to enhanced callose deposition and tolerance to salt stress but does not enhance tolerance to bacterial infection",PMC6122458_nutri_plant_verified.json
OsWRKY42,Gene,RegulationGene,LOC_Os02g26430,,
Anthocyanin; callose; jasmonic acid,Metabolite,,,,
flavonoid; polysaccharide; oxylipin phytohormone,MetaboliteClass,,,,
jasmonic acid biosynthesis/response regulation; stress-associated anthocyanin accumulation; callose deposition/cell wall reinforcement,Process,,,,
10.1016/j.phymed.2024.156258,Paper,,,Ailanthone targets the KMT2A-MEN1 complex to suppress lung metastasis of osteosarcoma,10.1016@j.phymed.2024.156258_nutri_plant_verified.json
PHGDH,Gene,PathwayGene,26227,,
PSPH,Gene,PathwayGene,NA,,
KMT2A,Gene,RegulationGene,NA,,
Transcriptional activation of serine biosynthesis,Process,,,,
10.1021/acssynbio.6b00291,Paper,,,A novel synthetic pathway enables microbial production of polyphenols independent from the endogenous aromatic amino acid metabolism,10.1021@acssynbio.6b00291_nutri_plant_verified.json
hbcL1 (EbA5368),Gene,PathwayGene,EbA5368,,
Aromatoleum aromaticum,Species,,,,
polyphenol; stilbene,MetaboliteClass,,,,
ebA5319,Gene,PathwayGene,EbA5319,,
ebA5320,Gene,PathwayGene,EbA5320,,
ebA5318,Gene,PathwayGene,EbA5318,,
10.1111/nph.15306,Paper,,,Epigenetic regulation of anthocyanin biosynthesis by an antagonistic interaction between H2A.Z and H3K4me3,10.1111@nph.15306_nutri_plant_verified.json
TT3 (DFR),Gene,PathwayGene,NA,,
TT4 (CHS),Gene,PathwayGene,NA,,
TT5 (CHI),Gene,PathwayGene,NA,,
TT6 (F3H),Gene,PathwayGene,NA,,
TT7 (F3'H),Gene,PathwayGene,NA,,
H2A.Z,Gene,RegulationGene,Encoded by HTA8/HTA9/HTA11; experimentally focused via HTA9/HTA11 and SWR1 mutants,,
10.1111/nph.12759,Paper,,,CYP83A1 is required for metabolic compatibility of Arabidopsis with the adapted powdery mildew fungus Erysiphe cruciferarum,10.1111@nph.12759_nutri_plant_verified.json
aliphatic glucosinolates; very-long-chain aldehydes; 5-methylthiopentanaldoxime,Metabolite,,,,
glucosinolate; lipid-derived wax aldehyde; aldoxime,MetaboliteClass,,,,
CYP83A1 (cyp83a1-2/ref2-1),Gene,PathwayGene,NA,,
very-long-chain aldehydes; 5-MTPO; aliphatic glucosinolates,Metabolite,,,,
lipid-derived wax aldehyde; aldoxime; glucosinolate,MetaboliteClass,,,,
GcpE,Gene,PathwayGene,NA,,
"Plastid isoprenoids (including plastoquinone-9, α-tocopherol, lutein, β-carotene; ultimately IPP/DMAPP-derived products)",Metabolite,,,,
IPP/DMAPP-derived plastid isoprenoids,Metabolite,,,,
10.3389/fcimb.2025.1647320,Paper,,,Cinnamaldehyde triggers cell wall remodeling and enhances macrophage-mediated phagocytic clearance of Candida albicans,PMC12477181_nutri_plant_verified.json
"beta-1,3-glucan exposure",Metabolite,,,,
Cell wall remodeling and beta-glucan exposure,Process,,,,
CDC42,Gene,RegulationGene,NA,,
Cek1 pathway-mediated cell wall remodeling,Process,,,,
CST20,Gene,RegulationGene,NA,,
STE11,Gene,RegulationGene,NA,,
Dectin-1,Gene,RegulationGene,NA,,
"beta-1,3-glucan-triggered cytokine response",Metabolite,,,,
Polysaccharide-linked immune signaling output,MetaboliteClass,,,,
Immune recognition of fungal cell wall polysaccharide leading to inflammatory response,Process,,,,
SYK,Gene,RegulationGene,NA,,
Innate immune signaling and cytokine induction in response to fungal polysaccharide exposure,Process,,,,
CARD9,Gene,RegulationGene,NA,,
Innate immune inflammatory response to fungal cell wall polysaccharides,Process,,,,
Fe deficiency response and defense signaling crosstalk,Process,,,,
Defense signaling associated with SA pathway,Process,,,,
10.1016/j.plantsci.2012.08.001,Paper,,,A missense mutation in the transmembrane domain of CESA9 affects cell wall biosynthesis and plant growth in rice,10.1016@j.plantsci.2012.08.002_nutri_plant_verified.json
OsCESA9,Gene,PathwayGene,NA,,
10.1186/s12870-015-0457-4,Paper,,,Evidence of capsaicin synthase activity of the Pun1-encoded protein and its role as a determinant of capsaicinoid accumulation in pepper,PMC4386094_nutri_plant_verified.json
GbCCD7,Gene,PathwayGene,GB_A12G1178_ZJU-AD2_v1.1.a1,,
GbCCD8b,Gene,PathwayGene,GB_A07G0258_ZJU-AD2_v1.1.a1,,
Gossypium barbadense; Gossypium hirsutum; Arabidopsis thaliana,Species,,,,
